SymbolSet,Entity,EntityType,EntitySubType,StandardIdentity,Code,GeometryType,IconType,UniqueName
01,Military,Fixed-Wing,Antisubmarine Warfare,,110118,Point,MAIN,Military (Air) : Fixed-Wing : Antisubmarine Warfare
01,Military,Fixed-Wing,Communications,,110119,Point,MAIN,Military (Air) : Fixed-Wing : Communications
01,Military,Fixed-Wing,Combat Search and Rescue (CSAR),,110120,Point,MAIN,Military (Air) : Fixed-Wing : Combat Search and Rescue (CSAR)
01,Military,Fixed-Wing,Electronic Support (ES),,110121,Point,MAIN,Military (Air) : Fixed-Wing : Electronic Support (ES)
01,Military,Fixed-Wing,Government,,110122,Point,MAIN,Military (Air) : Fixed-Wing : Government
01,Military,Fixed-Wing,Mine Countermeasures (MCM),,110123,Point,MAIN,Military (Air) : Fixed-Wing : Mine Countermeasures (MCM)
01,Military,Fixed-Wing,Personnel Recovery,,110124,Point,MAIN,Military (Air) : Fixed-Wing : Personnel Recovery
01,Military,Fixed-Wing,Search and Rescue,,110125,Point,MAIN,Military (Air) : Fixed-Wing : Search and Rescue
01,Military,Fixed-Wing,Special Operations Forces,,110126,Point,MAIN,Military (Air) : Fixed-Wing : Special Operations Forces
01,Military,Fixed-Wing,Ultra Light,,110127,Point,MAIN,Military (Air) : Fixed-Wing : Ultra Light
01,Military,Fixed-Wing,Photographic Reconnaissance,,110128,Point,MAIN,Military (Air) : Fixed-Wing : Photographic Reconnaissance
01,Military,Fixed-Wing,Very Important Person (VIP),,110129,Point,MAIN,Military (Air) : Fixed-Wing : Very Important Person (VIP)
01,Military,Fixed-Wing,Suppression of Enemy Air Defense,,110130,Point,MAIN,Military (Air) : Fixed-Wing : Suppression of Enemy Air Defense
01,Military,Fixed-Wing,Passenger,,110131,Point,MAIN,Military (Air) : Fixed-Wing : Passenger
01,Military,Fixed-Wing,Escort,,110132,Point,MAIN,Military (Air) : Fixed-Wing : Escort
01,Military,Fixed-Wing,Electronic Attack (EA),,110133,Point,MAIN,Military (Air) : Fixed-Wing : Electronic Attack (EA)
01,Military,Rotary-Wing,,,110200,Point,MAIN,Military (Air) : Rotary-Wing
01,Military,Unmanned Aircraft (UA)/Unmanned Aerial Vehicle (UAV)/Unmanned Aircraft System (UAS)/Remote Piloted Vehicle (RPV),,,110300,Point,MAIN,Military (Air) : Unmanned Aircraft (UA- UAV- UAS- RPV)
01,Military,Vertical-Takeoff UAV (VT-UAV),,,110400,Point,MAIN,Military (Air) : Vertical-Takeoff UAV (VT-UAV)
01,Military,Lighter Than Air,,,110500,Point,MAIN,Military (Air) : Lighter Than Air
01,Military,Airship,,,110600,Point,MAIN,Military (Air) : Airship
01,Military,Tethered Lighter Than Air,,,110700,Point,MAIN,Military (Air) : Tethered Lighter Than Air
01,Civilian,,,,120000,Point,MAIN,Civilian (Air)
01,Civilian,Fixed Wing,,,120100,Point,MAIN,Civilian (Air) : Fixed Wing
01,Civilian,Rotary Wing,,,120200,Point,MAIN,Civilian (Air) : Rotary Wing
01,Civilian,Unmanned Aircraft (UA) / Unmanned Aerial Vehicle (UAV) / Unmanned Aircraft System (UAS) / Remote Piloted Vehicle (RPV),,,120300,Point,MAIN,Civilian (Air) : Unmanned Aircraft (UA- UAV- UAS- RPV)
01,Civilian,Lighter Than Air,,,120400,Point,MAIN,Civilian (Air) : Lighter Than Air
01,Civilian,Airship,,,120500,Point,MAIN,Civilian (Air) : Airship
01,Civilian,Tethered Lighter than Air,,,120600,Point,MAIN,Civilian (Air) : Tethered Lighter than Air
01,Weapon,,,,130000,Point,MAIN,Weapon (Air)
01,Weapon,Bomb,,,130100,Point,MAIN,Weapon (Air) : Bomb
01,Weapon,Decoy,,,130200,Point,MAIN,Weapon (Air) : Decoy
01,Manual Track,,,,140000,Point,FULL_OCTAGON,Manual Track (Air)
02,Unspecified,,,,000000,NotValid,NA,Unspecified
02,Missile,,,,110000,Point,MAIN,Missile (Air Missile)
05,Unspecified,,,,000000,NotValid,NA,Unspecified
05,Military,,,,110000,Point,MAIN,Military (Space)
05,Military,Space Vehicle,,,110100,Point,MAIN,Military (Space) : Space Vehicle
05,Military,Re-Entry Vehicle,,,110200,Point,MAIN,Military (Space) : Re-Entry Vehicle
05,Military,Planet Lander,,,110300,Point,MAIN,Military (Space) : Planet Lander
05,Military,Orbiter Shuttle,,,110400,Point,MAIN,Military (Space) : Orbiter Shuttle
05,Military,Capsule,,,110500,Point,MAIN,Military (Space) : Capsule
05,Military,Satellite- General,,,110600,Point,MAIN,Military (Space) : Satellite- General
05,Military,Satellite,,,110700,Point,MAIN,Military (Space) : Satellite
05,Military,Antisatellite Weapon,,,110800,Point,MAIN,Military (Space) : Antisatellite Weapon
05,Military,Astronomical Satellite,,,110900,Point,MAIN,Military (Space) : Astronomical Satellite
05,Military,Biosatellite,,,111000,Point,MAIN,Military (Space) : Biosatellite
05,Military,Communications Satellite,,,111100,Point,MAIN,Military (Space) : Communications Satellite
05,Military,Earth Observation Satellite,,,111200,Point,MAIN,Military (Space) : Earth Observation Satellite
05,Military,Miniaturized Satellite,,,111300,Point,MAIN,Military (Space) : Miniaturized Satellite
05,Military,Navigational Satellite,,,111400,Point,MAIN,Military (Space) : Navigational Satellite
05,Military,Reconnaissance Satellite,,,111500,Point,MAIN,Military (Space) : Reconnaissance Satellite
05,Military,Space Station,,,111600,Point,MAIN,Military (Space) : Space Station
05,Military,Tethered Satellite,,,111700,Point,MAIN,Military (Space) : Tethered Satellite
05,Military,Weather Satellite,,,111800,Point,MAIN,Military (Space) : Weather Satellite
05,Military,Space Launched Vehicle (SLV),,,111900,Point,MAIN,Military (Space) : Space Launched Vehicle (SLV)
05,Civilian,,,,120000,Point,MAIN,Civilian (Space)
05,Civilian,Orbiter Shuttle,,,120100,Point,MAIN,Civilian (Space) : Orbiter Shuttle
05,Civilian,Capsule,,,120200,Point,MAIN,Civilian (Space) : Capsule
05,Civilian,Satellite,,,120300,Point,MAIN,Civilian (Space) : Satellite
05,Civilian,Astronomical Satellite,,,120400,Point,MAIN,Civilian (Space) : Astronomical Satellite
05,Civilian,Biosatellite,,,120500,Point,MAIN,Civilian (Space) : Biosatellite
05,Civilian,Communications Satellite,,,120600,Point,MAIN,Civilian (Space) : Communications Satellite
05,Civilian,Earth Observation Satellite,,,120700,Point,MAIN,Civilian (Space) : Earth Observation Satellite
05,Civilian,Miniaturized Satellite,,,120800,Point,MAIN,Civilian (Space) : Miniaturized Satellite
05,Civilian,Navigational Satellite,,,120900,Point,MAIN,Civilian (Space) : Navigational Satellite
05,Civilian,Space Station,,,121000,Point,MAIN,Civilian (Space) : Space Station
05,Civilian,Tethered Satellite,,,121100,Point,MAIN,Civilian (Space) : Tethered Satellite
05,Civilian,Weather Satellite,,,121200,Point,MAIN,Civilian (Space) : Weather Satellite
05,Manual Track,,,,130000,Point,FULL_OCTAGON,Manual Track (Space)
06,Unspecified,,,,000000,NotValid,NA,Unspecified
06,Missile,,,,110000,Point,MAIN,Missile (Space Missile)
10,Unspecified,,,,000000,NotValid,NA,Unspecified
10,Command and Control,,,,110000,Point,MAIN,Command and Control
10,Command and Control,Broadcast Transmitter Antennae,,,110100,Point,FULL_OCTAGON,Command and Control : Broadcast Transmitter Antennae
10,Command and Control,Civil Affairs,,,110200,Point,MAIN,Command and Control : Civil Affairs
10,Command and Control,Civil-Military Cooperation,,,110300,Point,MAIN,Command and Control : Civil-Military Cooperation
10,Command and Control,Information Operations,,,110400,Point,MAIN,Command and Control : Information Operations
10,Command and Control,Liaison,,,110500,Point,MAIN,Command and Control : Liaison
10,Command and Control,Military Information Support Operations (MISO),,,110600,Point,MAIN,Command and Control : Military Information Support (MISO)
10,Command and Control,Military Information Support Operations (MISO),Broadcast Transmitter Antennae,,110601,Point,FULL_OCTAGON,Command and Control : Military Information Support (MISO) : Broadcast Transmitter Antennae
10,Command and Control,Radio,,,110700,Point,MAIN,Command and Control : Radio
10,Command and Control,Radio Relay,,,110800,Point,MAIN,Command and Control : Radio Relay
10,Command and Control,Radio Teletype Center,,,110900,Point,MAIN,Command and Control : Radio Teletype Center
10,Command and Control,Signal,,,111000,Point,FULL_FRAME,Command and Control : Signal
10,Command and Control,Signal,Radio,,111001,Point,FULL_FRAME,Command and Control : Signal : Radio
10,Command and Control,Signal,Radio Relay,,111002,Point,FULL_FRAME,Command and Control : Signal : Radio Relay
10,Command and Control,Signal,Teletype,,111003,Point,FULL_FRAME,Command and Control : Signal : Teletype
10,Command and Control,Signal,Tactical Satellite,,111004,Point,FULL_FRAME,Command and Control : Signal : Tactical Satellite
10,Command and Control,Signal,Video Imagery (Combat Camera),,111005,Point,FULL_FRAME,Command and Control : Signal : Video Imagery (Combat Camera)
10,Command and Control,Tactical Satellite,,,111100,Point,MAIN,Command and Control : Tactical Satellite
10,Command and Control,Video Imagery (Combat Camera),,,111200,Point,MAIN,Command and Control : Video Imagery (Combat Camera)
10,Movement and Maneuver,Air Assault with Organic Lift,,,120100,Point,FULL_FRAME,Movement and Maneuver : Air Assault with Organic Lift
10,Movement and Maneuver,Air Traffic Services/Airfield Operations,,,120200,Point,MAIN,Movement and Maneuver : Air Traffic Services/Airfield Operations
10,Movement and Maneuver,Amphibious,,,120300,Point,FULL_FRAME,Movement and Maneuver : Amphibious
10,Movement and Maneuver,Antitank/Antiarmor,,,120400,Point,FULL_FRAME,Movement and Maneuver : Antitank/Antiarmor
10,Movement and Maneuver,Antitank/Antiarmor,Armored,,120401,Point,FULL_FRAME,Movement and Maneuver : Antitank/Antiarmor : Armored
10,Movement and Maneuver,Antitank/Antiarmor,Motorized,,120402,Point,FULL_FRAME,Movement and Maneuver : Antitank/Antiarmor : Motorized
10,Movement and Maneuver,Armor/Armored/Mechanized/Self-Propelled/Tracked,,,120500,Point,MAIN,Movement and Maneuver : Armor/Armored/Mechanized/Self-Propelled/Tracked
10,Movement and Maneuver,Armor/Armored/Mechanized/Self-Propelled/Tracked,Reconnaissance/Cavalry/Scout,,120501,Point,FULL_FRAME,Movement and Maneuver : Armor/Armored/Mechanized/Self-Propelled/Tracked : Reconnaissance/Cavalry/Scout
10,Movement and Maneuver,Armor/Armored/Mechanized/Self-Propelled/Tracked,Amphibious,,120502,Point,FULL_FRAME,Movement and Maneuver : Armor/Armored/Mechanized/Self-Propelled/Tracked : Amphibious
10,Movement and Maneuver,Army Aviation/Aviation Rotary Wing,,,120600,Point,MAIN,Movement and Maneuver : Army Aviation/Aviation Rotary Wing
10,Movement and Maneuver,Army Aviation/Aviation Rotary Wing,Reconnaissance,,120601,Point,FULL_FRAME,Movement and Maneuver : Army Aviation/Aviation Rotary Wing : Reconnaissance
10,Movement and Maneuver,Aviation Composite,,,120700,Point,MAIN,Movement and Maneuver : Aviation Composite
10,Movement and Maneuver,Aviation Fixed Wing,,,120800,Point,MAIN,Movement and Maneuver : Aviation Fixed Wing
10,Movement and Maneuver,Aviation Fixed Wing,Reconnaissance,,120801,Point,FULL_FRAME,Movement and Maneuver : Aviation Fixed Wing : Reconnaissance
10,Movement and Maneuver,Combat,,,120900,Point,MAIN,Movement and Maneuver : Combat
10,Movement and Maneuver,Combined Arms,,,121000,Point,MAIN,Movement and Maneuver : Combined Arms
10,Movement and Maneuver,Infantry,,,121100,Point,FULL_FRAME,Movement and Maneuver : Infantry
10,Movement and Maneuver,Infantry,Amphibious,,121101,Point,FULL_FRAME,Movement and Maneuver : Infantry : Amphibious
10,Movement and Maneuver,Infantry,Armored/Mechanized/Tracked,,121102,Point,FULL_FRAME,Movement and Maneuver : Infantry : Armored/Mechanized/Tracked
10,Movement and Maneuver,Infantry,Main Gun System,,121103,Point,FULL_FRAME,Movement and Maneuver : Infantry : Main Gun System
10,Movement and Maneuver,Infantry,Motorized,,121104,Point,FULL_FRAME,Movement and Maneuver : Infantry : Motorized
10,Movement and Maneuver,Infantry,Infantry Fighting Vehicle,,121105,Point,FULL_FRAME,Movement and Maneuver : Infantry : Infantry Fighting Vehicle
10,Movement and Maneuver,Observer,,,121200,Point,MAIN,Movement and Maneuver : Observer
10,Movement and Maneuver,Reconnaissance/Cavalry/Scout,,,121300,Point,FULL_FRAME,Movement and Maneuver : Reconnaissance/Cavalry/Scout
10,Movement and Maneuver,Reconnaissance/Cavalry/Scout,Reconnaissance and Surveillance,,121301,Point,FULL_FRAME,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Reconnaissance and Surveillance
10,Movement and Maneuver,Reconnaissance/Cavalry/Scout,Marine,,121302,Point,FULL_FRAME,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Marine
10,Movement and Maneuver,Reconnaissance/Cavalry/Scout,Motorized,,121303,Point,FULL_FRAME,Movement and Maneuver : Reconnaissance/Cavalry/Scout : Motorized
10,Movement and Maneuver,Sea Air Land (SEAL),,,121400,Point,MAIN,Movement and Maneuver : Sea Air Land (SEAL)
10,Movement and Maneuver,Sniper,,,121500,Point,MAIN,Movement and Maneuver : Sniper
10,Movement and Maneuver,Surveillance,,,121600,Point,MAIN,Movement and Maneuver : Surveillance
10,Movement and Maneuver,Special Forces,,,121700,Point,MAIN,Movement and Maneuver : Special Forces
10,Movement and Maneuver,Special Operations Forces (SOF),,,121800,Point,MAIN,Movement and Maneuver : SOF
10,Movement and Maneuver,Special Operations Forces (SOF),Fixed Wing MISO,,121801,Point,FULL_OCTAGON,Movement and Maneuver : SOF : Fixed Wing MISO
10,Movement and Maneuver,Special Operations Forces (SOF),Ground,,121802,Point,FULL_FRAME,Movement and Maneuver : SOF : Ground
10,Movement and Maneuver,Special Operations Forces (SOF),Special Boat,,121803,Point,MAIN_1,Movement and Maneuver : SOF : Special Boat
10,Movement and Maneuver,Special Operations Forces (SOF),Special SSNR,,121804,Point,MAIN_1,Movement and Maneuver : SOF : Special SSNR
10,Movement and Maneuver,Special Operations Forces (SOF),Underwater Demolition Team,,121805,Point,MAIN,Movement and Maneuver : SOF : Underwater Demolition Team
10,Movement and Maneuver,Unmanned Aerial Systems,,,121900,Point,MAIN,Movement and Maneuver : Unmanned Aerial Systems
10,Fires,Air Defense,,,130100,Point,FULL_FRAME,Fires : Air Defense
10,Fires,Air Defense,Main Gun System,,130101,Point,FULL_FRAME,Fires : Air Defense : Main Gun System
10,Fires,Air Defense,Missile,,130102,Point,FULL_FRAME,Fires : Air Defense : Missile
10,Fires,Air/Land Naval Gunfire Liaison,,,130200,Point,FULL_FRAME,Fires : Air/Land Naval Gunfire Liaison
10,Fires,Field Artillery,,,130300,Point,MAIN,Fires : Field Artillery
10,Fires,Field Artillery,Self-propelled,,130301,Point,MAIN,Fires : Field Artillery : Self-propelled
10,Fires,Field Artillery,Target Acquisition,,130302,Point,FULL_FRAME,Fires : Field Artillery : Target Acquisition
10,Fires,Field Artillery Observer,,,130400,Point,MAIN,Fires : Field Artillery Observer
10,Fires,Joint Fire Support,,,130500,Point,MAIN,Fires : Joint Fire Support
10,Fires,Meteorological,,,130600,Point,MAIN,Fires : Meteorological
10,Fires,Missile,,,130700,Point,MAIN,Fires : Missile
10,Fires,Mortar,,,130800,Point,MAIN,Fires : Mortar
10,Fires,Mortar,Armored/Mechanized/Tracked,,130801,Point,FULL_OCTAGON,Fires : Mortar : Armored/Mechanized/Tracked
10,Fires,Mortar,Self-Propelled Wheeled,,130802,Point,FULL_OCTAGON,Fires : Mortar : Self-Propelled Wheeled
10,Fires,Mortar,Towed,,130803,Point,FULL_OCTAGON,Fires : Mortar : Towed
10,Fires,Survey,,,130900,Point,MAIN,Fires : Survey
10,Protection,Chemical Biological Radiological Nuclear Defense,,,140100,Point,MAIN,Protection : CBRN Defense
10,Protection,Chemical Biological Radiological Nuclear Defense,Mechanized,,140101,Point,MAIN,Protection : CBRN Defense : Mechanized
10,Protection,Chemical Biological Radiological Nuclear Defense,Motorized,,140102,Point,FULL_FRAME,Protection : CBRN Defense : Motorized
10,Protection,Chemical Biological Radiological Nuclear Defense,Reconnaissance,,140103,Point,FULL_FRAME,Protection : CBRN Defense : Reconnaissance
10,Protection,Chemical Biological Radiological Nuclear Defense,Reconnaissance Armored,,140104,Point,FULL_FRAME,Protection : CBRN Defense : Reconnaissance Armored
10,Protection,Chemical Biological Radiological Nuclear Defense,Reconnaissance Equipped,,140105,Point,FULL_FRAME,Protection : CBRN Defense : Reconnaissance Equipped
10,Protection,Combat Support (Maneuver Enhancement),,,140200,Point,MAIN,Protection : Combat Support (Maneuver Enhancement)
10,Protection,Criminal Investigation Division,,,140300,Point,MAIN,Protection : Criminal Investigation Division
10,Protection,Diving,,,140400,Point,MAIN,Protection : Diving
10,Protection,Dog,,,140500,Point,MAIN,Protection : Dog
10,Protection,Drilling,,,140600,Point,MAIN,Protection : Drilling
10,Protection,Engineer,,,140700,Point,MAIN,Protection : Engineer
10,Protection,Engineer,Mechanized,,140701,Point,MAIN,Protection : Engineer : Mechanized
10,Protection,Engineer,Motorized,,140702,Point,FULL_FRAME,Protection : Engineer : Motorized
10,Protection,Engineer,Reconnaissance,,140703,Point,FULL_FRAME,Protection : Engineer : Reconnaissance
10,Protection,Explosive Ordnance Disposal (EOD),,,140800,Point,MAIN,Protection : Explosive Ordnance Disposal (EOD)
10,Protection,Field Camp Construction,,,140900,Point,MAIN_1,Protection : Field Camp Construction
10,Protection,Fire Fighting/Fire Protection,,,141000,Point,MAIN,Protection : Fire Fighting/Fire Protection
10,Protection,Geospatial Support/Geospatial Information Support,,,141100,Point,MAIN,Protection : Geospatial Support/Geospatial Information Support
10,Protection,Military Police,,,141200,Point,MAIN,Protection : Military Police
10,Protection,Mine,,,141300,Point,MAIN,Protection : Mine
10,Protection,Mine Clearing,,,141400,Point,FULL_OCTAGON,Protection : Mine Clearing
10,Protection,Mine Launching,,,141500,Point,FULL_OCTAGON,Protection : Mine Launching
10,Protection,Mine Laying,,,141600,Point,FULL_OCTAGON,Protection : Mine Laying
10,Protection,Security,,,141700,Point,MAIN,Protection : Security
10,Protection,Security,Mechanized,,141701,Point,MAIN,Protection : Security : Mechanized
10,Protection,Security,Motorized,,141702,Point,FULL_FRAME,Protection : Security : Motorized
10,Protection,Search and Rescue,,,141800,Point,MAIN,Protection : Search and Rescue
10,Protection,Security Police (Air),,,141900,Point,MAIN_2,Protection : Security Police (Air)
10,Protection,Shore Patrol,,,142000,Point,MAIN,Protection : Shore Patrol
10,Protection,Topographic,,,142100,Point,MAIN,Protection : Topographic
10,Intelligence,Analysis,,,150100,Point,FULL_OCTAGON,Intelligence : Analysis
10,Intelligence,Counterintelligence,,,150200,Point,MAIN,Intelligence : Counterintelligence
10,Intelligence,Direction Finding,,,150300,Point,FULL_OCTAGON,Intelligence : Direction Finding
10,Intelligence,Electronic Ranging,,,150400,Point,MAIN,Intelligence : Electronic Ranging
10,Intelligence,Electronic Warfare,,,150500,Point,MAIN,Intelligence : Electronic Warfare
10,Intelligence,Electronic Warfare,Analysis,,150501,Point,FULL_OCTAGON,Intelligence : Electronic Warfare : Analysis
10,Intelligence,Electronic Warfare,Direction Finding,,150502,Point,FULL_OCTAGON,Intelligence : Electronic Warfare : Direction Finding
10,Intelligence,Electronic Warfare,Intercept,,150503,Point,FULL_OCTAGON,Intelligence : Electronic Warfare : Intercept
10,Intelligence,Electronic Warfare,Jamming,,150504,Point,FULL_FRAME,Intelligence : Electronic Warfare : Jamming
10,Intelligence,Electronic Warfare,Search,,150505,Point,FULL_OCTAGON,Intelligence : Electronic Warfare : Search
10,Intelligence,Intercept (Search and Recording),,,150600,Point,FULL_OCTAGON,Intelligence : Intercept (Search and Recording)
10,Intelligence,Interrogation,,,150700,Point,MAIN,Intelligence : Interrogation
10,Intelligence,Jamming,,,150800,Point,FULL_FRAME,Intelligence : Jamming
10,Intelligence,Joint Intelligence Center,,,150900,Point,MAIN,Intelligence : Joint Intelligence Center
10,Intelligence,Military Intelligence,,,151000,Point,MAIN,Intelligence : Military Intelligence
10,Intelligence,Search,,,151100,Point,FULL_OCTAGON,Intelligence : Search
10,Intelligence,Sensor,,,151200,Point,MAIN,Intelligence : Sensor
10,Sustainment,,,,160000,Point,MAIN,Sustainment
10,Sustainment,Administrative,,,160100,Point,MAIN,Sustainment : Administrative
10,Sustainment,All Classes of Supply,,,160200,Point,FULL_FRAME,Sustainment : All Classes of Supply
10,Sustainment,Airport of Debarkation/Airport of Embarkation,,,160300,Point,MAIN_1,Sustainment : Airport of Debarkation/Airport of Embarkation
10,Sustainment,Ammunition,,,160400,Point,MAIN,Sustainment : Ammunition
10,Sustainment,Band,,,160500,Point,MAIN,Sustainment : Band
10,Sustainment,Combat Service Support,,,160600,Point,MAIN,Sustainment : Combat Service Support
10,Sustainment,Finance,,,160700,Point,MAIN,Sustainment : Finance
10,Sustainment,Judge Advocate General,,,160800,Point,MAIN,Sustainment : Judge Advocate General
10,Sustainment,Labor,,,160900,Point,MAIN,Sustainment : Labor
10,Sustainment,Laundry/Bath,,,161000,Point,MAIN,Sustainment : Laundry/Bath
10,Sustainment,Maintenance,,,161100,Point,MAIN,Sustainment : Maintenance
10,Sustainment,Material,,,161200,Point,FULL_FRAME,Sustainment : Material
10,Sustainment,Medical,,,161300,Point,FULL_FRAME,Sustainment : Medical
10,Sustainment,Medical Treatment Facility,,,161400,Point,FULL_FRAME,Sustainment : Medical Treatment Facility
10,Sustainment,Morale Welfare and Recreation,,,161500,Point,MAIN,Sustainment : Morale Welfare and Recreation
10,Sustainment,Mortuary Affairs/Graves Registration,,,161600,Point,MAIN,Sustainment : Mortuary Affairs/Graves Registration
10,Sustainment,Multiple Classes of Supply,,,161700,Point,FULL_FRAME,Sustainment : Multiple Classes of Supply
10,Sustainment,NATO Supply Class I,,,161800,Point,FULL_FRAME,Sustainment : NATO Supply Class I
10,Sustainment,NATO Supply Class II,,,161900,Point,FULL_FRAME,Sustainment : NATO Supply Class II
10,Sustainment,NATO Supply Class III,,,162000,Point,FULL_FRAME,Sustainment : NATO Supply Class III
10,Sustainment,NATO Supply Class IV,,,162100,Point,FULL_FRAME,Sustainment : NATO Supply Class IV
10,Sustainment,NATO Supply Class V,,,162200,Point,FULL_FRAME,Sustainment : NATO Supply Class V
10,Sustainment,Ordnance,,,162300,Point,MAIN,Sustainment : Ordnance
10,Sustainment,Personnel Services,,,162400,Point,MAIN,Sustainment : Personnel Services
10,Sustainment,Petroleum Oil and Lubricants,,,162500,Point,MAIN,Sustainment : Petroleum Oil and Lubricants
10,Sustainment,Pipeline,,,162600,Point,MAIN,Sustainment : Pipeline
10,Sustainment,Postal,,,162700,Point,MAIN,Sustainment : Postal
10,Sustainment,Public Affairs/Public Information,,,162800,Point,MAIN,Sustainment : Public Affairs/Public Information
10,Sustainment,Quartermaster,,,162900,Point,MAIN,Sustainment : Quartermaster
10,Sustainment,Railhead,,,163000,Point,MAIN_1,Sustainment : Railhead
10,Sustainment,Religious Support,,,163100,Point,MAIN,Sustainment : Religious Support
10,Sustainment,Replacement Holding Unit,,,163200,Point,MAIN,Sustainment : Replacement Holding Unit
10,Sustainment,Sea Port of Debarkation/Sea Port of Embarkation,,,163300,Point,MAIN_1,Sustainment : Sea Port of Debarkation/Sea Port of Embarkation
10,Sustainment,Supply,,,163400,Point,FULL_FRAME,Sustainment : Supply
10,Sustainment,Joint Information Bureau,,,163500,Point,MAIN,Sustainment : Joint Information Bureau
10,Sustainment,Transportation,,,163600,Point,MAIN,Sustainment : Transportation
10,Sustainment,US Supply Class I,,,163700,Point,FULL_FRAME,Sustainment : US Supply Class I
10,Sustainment,US Supply Class II,,,163800,Point,FULL_FRAME,Sustainment : US Supply Class II
10,Sustainment,US Supply Class III,,,163900,Point,FULL_FRAME,Sustainment : US Supply Class III
10,Sustainment,US Supply Class IV,,,164000,Point,FULL_FRAME,Sustainment : US Supply Class IV
10,Sustainment,US Supply Class V,,,164100,Point,FULL_FRAME,Sustainment : US Supply Class V
10,Sustainment,US Supply Class VI,,,164200,Point,FULL_FRAME,Sustainment : US Supply Class VI
10,Sustainment,US Supply Class VII,,,164300,Point,FULL_FRAME,Sustainment : US Supply Class VII
10,Sustainment,US Supply Class VIII,,,164400,Point,FULL_FRAME,Sustainment : US Supply Class VIII
10,Sustainment,US Supply Class IX,,,164500,Point,FULL_FRAME,Sustainment : US Supply Class IX
10,Sustainment,US Supply Class X,,,164600,Point,FULL_FRAME,Sustainment : US Supply Class X
10,Sustainment,Water,,,164700,Point,MAIN,Sustainment : Water
10,Sustainment,Water Purification,,,164800,Point,MAIN,Sustainment : Water Purification
10,Sustainment,Broadcast,,,164900,Point,MAIN,Sustainment : Broadcast
10,Naval,Naval,,,170100,Point,MAIN,Naval : Naval
10,Named Headquarters,Allied Command Europe Rapid Reaction Corps (ARRC),,,180100,Point,MAIN,Named Headquarters : Allied Command Europe Rapid Reaction Corps (ARRC)
10,Named Headquarters,Allied Command Operations,,,180200,Point,MAIN,Named Headquarters : Allied Command Operations
10,Named Headquarters,International Security Assistance Force (ISAF),,,180300,Point,MAIN,Named Headquarters : International Security Assistance Force (ISAF)
10,Named Headquarters,Multinational (MN),,,180400,Point,MAIN,Named Headquarters : Multinational (MN)
10,Emergency Operation,,,,190000,Point,FULL_OCTAGON,Emergency Operation (Land Units)
10,Law Enforcement,,,,200000,Point,FULL_OCTAGON,Law Enforcement (Land Units)
10,Law Enforcement,Bureau of Alcohol Tobacco Firearms and Explosives (ATF) (Department of Justice),,,200100,Point,MAIN,Law Enforcement (Land Units) : ATF DOJ
10,Law Enforcement,Border Patrol,,,200200,Point,FULL_OCTAGON,Law Enforcement (Land Units) : Border Patrol
