filePath,pointSize,styleItemName,styleItemCategory,styleItemTags,styleItemUniqueId,styleItemGeometryType,notes
{Symbols_Root}\Frames\0_100_0c.emf,64,Unknown : Unknown : Civilian,Frame,Frame;Reality;Unknown;Unknown;Civilian;FRAME;Point;Unknown : Unknown : Civilian;0_100_0c,0_100_0c,Point,
{Symbols_Root}\Frames\0_100_1c.emf,64,Unknown : Unknown : Planned : Civilian,Frame,Frame;Reality;Unknown;Unknown;Planned;Civilian;FRAME;Point;Unknown : Unknown : Planned : Civilian;0_100_1c,0_100_1c,Point,
{Symbols_Root}\Frames\0_101_0.emf,64,Unknown : Air,Frame,Frame;Reality;Unknown;Air;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Unknown : Air;0_101_0,0_101_0,Point,
{Symbols_Root}\Frames\0_101_1.emf,64,Unknown : Air : Planned,Frame,Frame;Reality;Unknown;Air;Planned;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Unknown : Air : Planned;0_101_1,0_101_1,Point,
{Symbols_Root}\Frames\0_101_0c.emf,64,Unknown : Air : Civilian,Frame,Frame;Reality;Unknown;Air;Civilian;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Unknown : Air : Civilian;0_101_0c,0_101_0c,Point,
{Symbols_Root}\Frames\0_101_1c.emf,64,Unknown : Air : Planned : Civilian,Frame,Frame;Reality;Unknown;Air;Planned;Civilian;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Unknown : Air : Planned : Civilian;0_101_1c,0_101_1c,Point,
{Symbols_Root}\Frames\0_105_0.emf,64,Unknown : Space,Frame,Frame;Reality;Unknown;Space;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Unknown : Space;0_105_0,0_105_0,Point,
{Symbols_Root}\Frames\0_105_1.emf,64,Unknown : Space : Planned,Frame,Frame;Reality;Unknown;Space;Planned;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Unknown : Space : Planned;0_105_1,0_105_1,Point,
{Symbols_Root}\Frames\0_105_0c.emf,64,Unknown : Space : Civilian,Frame,Frame;Reality;Unknown;Space;Civilian;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Unknown : Space : Civilian;0_105_0c,0_105_0c,Point,
{Symbols_Root}\Frames\0_105_1c.emf,64,Unknown : Space : Planned : Civilian,Frame,Frame;Reality;Unknown;Space;Planned;Civilian;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Unknown : Space : Planned : Civilian;0_105_1c,0_105_1c,Point,
{Symbols_Root}\Frames\0_110_0.emf,64,Unknown : Land Unit,Frame,Frame;Reality;Unknown;Land Unit;Land Units;Land Civilian;FRAME;Point;Unknown : Land Unit;0_110_0,0_110_0,Point,
{Symbols_Root}\Frames\0_110_1.emf,64,Unknown : Land Unit : Planned,Frame,Frame;Reality;Unknown;Land Unit;Planned;Land Units;Land Civilian;FRAME;Point;Unknown : Land Unit : Planned;0_110_1,0_110_1,Point,
{Symbols_Root}\Frames\0_110_0c.emf,64,Unknown : Land Unit : Civilian,Frame,Frame;Reality;Unknown;Land Unit;Civilian;Land Units;Land Civilian;FRAME;Point;Unknown : Land Unit : Civilian;0_110_0c,0_110_0c,Point,
{Symbols_Root}\Frames\0_110_1c.emf,64,Unknown : Land Unit : Planned : Civilian,Frame,Frame;Reality;Unknown;Land Unit;Planned;Civilian;Land Units;Land Civilian;FRAME;Point;Unknown : Land Unit : Planned : Civilian;0_110_1c,0_110_1c,Point,
{Symbols_Root}\Frames\0_115_0.emf,64,Unknown : Land Equipment,Frame,Frame;Reality;Unknown;Land Equipment;Signals Intelligence - Land;Cyberspace;FRAME;Point;Unknown : Land Equipment;0_115_0,0_115_0,Point,
{Symbols_Root}\Frames\0_115_1.emf,64,Unknown : Land Equipment : Planned,Frame,Frame;Reality;Unknown;Land Equipment;Planned;Signals Intelligence - Land;Cyberspace;FRAME;Point;Unknown : Land Equipment : Planned;0_115_1,0_115_1,Point,
{Symbols_Root}\Frames\0_115_0c.emf,64,Unknown : Land Equipment : Civilian,Frame,Frame;Reality;Unknown;Land Equipment;Civilian;Signals Intelligence - Land;Cyberspace;FRAME;Point;Unknown : Land Equipment : Civilian;0_115_0c,0_115_0c,Point,
{Symbols_Root}\Frames\0_115_1c.emf,64,Unknown : Land Equipment : Planned : Civilian,Frame,Frame;Reality;Unknown;Land Equipment;Planned;Civilian;Signals Intelligence - Land;Cyberspace;FRAME;Point;Unknown : Land Equipment : Planned : Civilian;0_115_1c,0_115_1c,Point,
{Symbols_Root}\Frames\0_120_0.emf,64,Unknown : Land Installations,Frame,Frame;Reality;Unknown;Land Installations;Land Installation;FRAME;Point;Unknown : Land Installations;0_120_0,0_120_0,Point,
{Symbols_Root}\Frames\0_120_1.emf,64,Unknown : Land Installations : Planned,Frame,Frame;Reality;Unknown;Land Installations;Planned;Land Installation;FRAME;Point;Unknown : Land Installations : Planned;0_120_1,0_120_1,Point,
{Symbols_Root}\Frames\0_120_0c.emf,64,Unknown : Land Installations : Civilian,Frame,Frame;Reality;Unknown;Land Installations;Civilian;Land Installation;FRAME;Point;Unknown : Land Installations : Civilian;0_120_0c,0_120_0c,Point,
{Symbols_Root}\Frames\0_120_1c.emf,64,Unknown : Land Installations : Planned : Civilian,Frame,Frame;Reality;Unknown;Land Installations;Planned;Civilian;Land Installation;FRAME;Point;Unknown : Land Installations : Planned : Civilian;0_120_1c,0_120_1c,Point,
{Symbols_Root}\Frames\0_130_0.emf,64,Unknown : Sea Surface,Frame,Frame;Reality;Unknown;Sea Surface;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Unknown : Sea Surface;0_130_0,0_130_0,Point,
{Symbols_Root}\Frames\0_130_1.emf,64,Unknown : Sea Surface : Planned,Frame,Frame;Reality;Unknown;Sea Surface;Planned;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Unknown : Sea Surface : Planned;0_130_1,0_130_1,Point,
{Symbols_Root}\Frames\0_130_0c.emf,64,Unknown : Sea Surface : Civilian,Frame,Frame;Reality;Unknown;Sea Surface;Civilian;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Unknown : Sea Surface : Civilian;0_130_0c,0_130_0c,Point,
{Symbols_Root}\Frames\0_130_1c.emf,64,Unknown : Sea Surface : Planned : Civilian,Frame,Frame;Reality;Unknown;Sea Surface;Planned;Civilian;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Unknown : Sea Surface : Planned : Civilian;0_130_1c,0_130_1c,Point,
{Symbols_Root}\Frames\0_135_0.emf,64,Unknown : Sea Subsurface,Frame,Frame;Reality;Unknown;Sea Subsurface;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Unknown : Sea Subsurface;0_135_0,0_135_0,Point,
{Symbols_Root}\Frames\0_135_1.emf,64,Unknown : Sea Subsurface : Planned,Frame,Frame;Reality;Unknown;Sea Subsurface;Planned;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Unknown : Sea Subsurface : Planned;0_135_1,0_135_1,Point,
{Symbols_Root}\Frames\0_135_0c.emf,64,Unknown : Sea Subsurface : Civilian,Frame,Frame;Reality;Unknown;Sea Subsurface;Civilian;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Unknown : Sea Subsurface : Civilian;0_135_0c,0_135_0c,Point,
{Symbols_Root}\Frames\0_135_1c.emf,64,Unknown : Sea Subsurface : Planned : Civilian,Frame,Frame;Reality;Unknown;Sea Subsurface;Planned;Civilian;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Unknown : Sea Subsurface : Planned : Civilian;0_135_1c,0_135_1c,Point,
{Symbols_Root}\Frames\0_140_0.emf,64,Unknown : Activities,Frame,Frame;Reality;Unknown;Activities;Activity;FRAME;Point;Unknown : Activities;0_140_0,0_140_0,Point,
{Symbols_Root}\Frames\0_140_1.emf,64,Unknown : Activities : Planned,Frame,Frame;Reality;Unknown;Activities;Planned;Activity;FRAME;Point;Unknown : Activities : Planned;0_140_1,0_140_1,Point,
{Symbols_Root}\Frames\0_140_0c.emf,64,Unknown : Activities : Civilian,Frame,Frame;Reality;Unknown;Activities;Civilian;Activity;FRAME;Point;Unknown : Activities : Civilian;0_140_0c,0_140_0c,Point,
{Symbols_Root}\Frames\0_140_1c.emf,64,Unknown : Activities : Planned : Civilian,Frame,Frame;Reality;Unknown;Activities;Planned;Civilian;Activity;FRAME;Point;Unknown : Activities : Planned : Civilian;0_140_1c,0_140_1c,Point,
{Symbols_Root}\Frames\0_200_0.emf,64,Assumed Friend : Unknown,Frame,Frame;Reality;Assumed Friend;Unknown;FRAME;Point;Assumed Friend : Unknown;0_200_0,0_200_0,Point,
{Symbols_Root}\Frames\0_200_0c.emf,64,Assumed Friend : Unknown : Civilian,Frame,Frame;Reality;Assumed Friend;Unknown;Civilian;FRAME;Point;Assumed Friend : Unknown : Civilian;0_200_0c,0_200_0c,Point,
{Symbols_Root}\Frames\0_201_0.emf,64,Assumed Friend : Air,Frame,Frame;Reality;Assumed Friend;Air;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Assumed Friend : Air;0_201_0,0_201_0,Point,
{Symbols_Root}\Frames\0_201_0c.emf,64,Assumed Friend : Air : Civilian,Frame,Frame;Reality;Assumed Friend;Air;Civilian;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Assumed Friend : Air : Civilian;0_201_0c,0_201_0c,Point,
{Symbols_Root}\Frames\0_205_0.emf,64,Assumed Friend : Space,Frame,Frame;Reality;Assumed Friend;Space;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Assumed Friend : Space;0_205_0,0_205_0,Point,
{Symbols_Root}\Frames\0_205_0c.emf,64,Assumed Friend : Space : Civilian,Frame,Frame;Reality;Assumed Friend;Space;Civilian;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Assumed Friend : Space : Civilian;0_205_0c,0_205_0c,Point,
{Symbols_Root}\Frames\0_210_0.emf,64,Assumed Friend : Land Unit,Frame,Frame;Reality;Assumed Friend;Land Unit;Land Units;Land Civilian;FRAME;Point;Assumed Friend : Land Unit;0_210_0,0_210_0,Point,
{Symbols_Root}\Frames\0_210_0c.emf,64,Assumed Friend : Land Unit : Civilian,Frame,Frame;Reality;Assumed Friend;Land Unit;Civilian;Land Units;Land Civilian;FRAME;Point;Assumed Friend : Land Unit : Civilian;0_210_0c,0_210_0c,Point,
{Symbols_Root}\Frames\0_215_0.emf,64,Assumed Friend : Land Equipment,Frame,Frame;Reality;Assumed Friend;Land Equipment;Signals Intelligence - Land;Cyberspace;FRAME;Point;Assumed Friend : Land Equipment;0_215_0,0_215_0,Point,
{Symbols_Root}\Frames\0_215_0c.emf,64,Assumed Friend : Land Equipment : Civilian,Frame,Frame;Reality;Assumed Friend;Land Equipment;Civilian;Signals Intelligence - Land;Cyberspace;FRAME;Point;Assumed Friend : Land Equipment : Civilian;0_215_0c,0_215_0c,Point,
{Symbols_Root}\Frames\0_220_0.emf,64,Assumed Friend : Land Installations,Frame,Frame;Reality;Assumed Friend;Land Installations;Land Installation;FRAME;Point;Assumed Friend : Land Installations;0_220_0,0_220_0,Point,
{Symbols_Root}\Frames\0_220_0c.emf,64,Assumed Friend : Land Installations : Civilian,Frame,Frame;Reality;Assumed Friend;Land Installations;Civilian;Land Installation;FRAME;Point;Assumed Friend : Land Installations : Civilian;0_220_0c,0_220_0c,Point,
{Symbols_Root}\Frames\0_230_0.emf,64,Assumed Friend : Sea Surface,Frame,Frame;Reality;Assumed Friend;Sea Surface;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Assumed Friend : Sea Surface;0_230_0,0_230_0,Point,
{Symbols_Root}\Frames\0_230_0c.emf,64,Assumed Friend : Sea Surface : Civilian,Frame,Frame;Reality;Assumed Friend;Sea Surface;Civilian;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Assumed Friend : Sea Surface : Civilian;0_230_0c,0_230_0c,Point,
{Symbols_Root}\Frames\0_235_0.emf,64,Assumed Friend : Sea Subsurface,Frame,Frame;Reality;Assumed Friend;Sea Subsurface;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Assumed Friend : Sea Subsurface;0_235_0,0_235_0,Point,
{Symbols_Root}\Frames\0_235_0c.emf,64,Assumed Friend : Sea Subsurface : Civilian,Frame,Frame;Reality;Assumed Friend;Sea Subsurface;Civilian;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Assumed Friend : Sea Subsurface : Civilian;0_235_0c,0_235_0c,Point,
{Symbols_Root}\Frames\0_240_0.emf,64,Assumed Friend : Activities,Frame,Frame;Reality;Assumed Friend;Activities;Activity;FRAME;Point;Assumed Friend : Activities;0_240_0,0_240_0,Point,
{Symbols_Root}\Frames\0_240_0c.emf,64,Assumed Friend : Activities : Civilian,Frame,Frame;Reality;Assumed Friend;Activities;Civilian;Activity;FRAME;Point;Assumed Friend : Activities : Civilian;0_240_0c,0_240_0c,Point,
{Symbols_Root}\Frames\0_300_0.emf,64,Friend : Unknown,Frame,Frame;Reality;Friend;Unknown;FRAME;Point;Friend : Unknown;0_300_0,0_300_0,Point,
{Symbols_Root}\Frames\0_300_1.emf,64,Friend : Unknown : Planned,Frame,Frame;Reality;Friend;Unknown;Planned;FRAME;Point;Friend : Unknown : Planned;0_300_1,0_300_1,Point,
{Symbols_Root}\Frames\0_300_0c.emf,64,Friend : Unknown : Civilian,Frame,Frame;Reality;Friend;Unknown;Civilian;FRAME;Point;Friend : Unknown : Civilian;0_300_0c,0_300_0c,Point,
{Symbols_Root}\Frames\0_300_1c.emf,64,Friend : Unknown : Planned : Civilian,Frame,Frame;Reality;Friend;Unknown;Planned;Civilian;FRAME;Point;Friend : Unknown : Planned : Civilian;0_300_1c,0_300_1c,Point,
{Symbols_Root}\Frames\0_301_0.emf,64,Friend : Air,Frame,Frame;Reality;Friend;Air;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Friend : Air;0_301_0,0_301_0,Point,
{Symbols_Root}\Frames\0_301_1.emf,64,Friend : Air : Planned,Frame,Frame;Reality;Friend;Air;Planned;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Friend : Air : Planned;0_301_1,0_301_1,Point,
{Symbols_Root}\Frames\0_301_0c.emf,64,Friend : Air : Civilian,Frame,Frame;Reality;Friend;Air;Civilian;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Friend : Air : Civilian;0_301_0c,0_301_0c,Point,
{Symbols_Root}\Frames\0_301_1c.emf,64,Friend : Air : Planned : Civilian,Frame,Frame;Reality;Friend;Air;Planned;Civilian;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Friend : Air : Planned : Civilian;0_301_1c,0_301_1c,Point,
{Symbols_Root}\Frames\0_305_0.emf,64,Friend : Space,Frame,Frame;Reality;Friend;Space;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Friend : Space;0_305_0,0_305_0,Point,
{Symbols_Root}\Frames\0_305_1.emf,64,Friend : Space : Planned,Frame,Frame;Reality;Friend;Space;Planned;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Friend : Space : Planned;0_305_1,0_305_1,Point,
{Symbols_Root}\Frames\0_305_0c.emf,64,Friend : Space : Civilian,Frame,Frame;Reality;Friend;Space;Civilian;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Friend : Space : Civilian;0_305_0c,0_305_0c,Point,
{Symbols_Root}\Frames\0_305_1c.emf,64,Friend : Space : Planned : Civilian,Frame,Frame;Reality;Friend;Space;Planned;Civilian;Space Missile;Signals Intelligence - Space;Cyberspace;FRAME;Point;Friend : Space : Planned : Civilian;0_305_1c,0_305_1c,Point,
{Symbols_Root}\Frames\0_310_0.emf,64,Friend : Land Unit,Frame,Frame;Reality;Friend;Land Unit;Land Units;Land Civilian;FRAME;Point;Friend : Land Unit;0_310_0,0_310_0,Point,
{Symbols_Root}\Frames\0_310_1.emf,64,Friend : Land Unit : Planned,Frame,Frame;Reality;Friend;Land Unit;Planned;Land Units;Land Civilian;FRAME;Point;Friend : Land Unit : Planned;0_310_1,0_310_1,Point,
{Symbols_Root}\Frames\0_310_0c.emf,64,Friend : Land Unit : Civilian,Frame,Frame;Reality;Friend;Land Unit;Civilian;Land Units;Land Civilian;FRAME;Point;Friend : Land Unit : Civilian;0_310_0c,0_310_0c,Point,
{Symbols_Root}\Frames\0_310_1c.emf,64,Friend : Land Unit : Planned : Civilian,Frame,Frame;Reality;Friend;Land Unit;Planned;Civilian;Land Units;Land Civilian;FRAME;Point;Friend : Land Unit : Planned : Civilian;0_310_1c,0_310_1c,Point,
{Symbols_Root}\Frames\0_315_0.emf,64,Friend : Land Equipment,Frame,Frame;Reality;Friend;Land Equipment;Signals Intelligence - Land;Cyberspace;FRAME;Point;Friend : Land Equipment;0_315_0,0_315_0,Point,
{Symbols_Root}\Frames\0_315_1.emf,64,Friend : Land Equipment : Planned,Frame,Frame;Reality;Friend;Land Equipment;Planned;Signals Intelligence - Land;Cyberspace;FRAME;Point;Friend : Land Equipment : Planned;0_315_1,0_315_1,Point,
{Symbols_Root}\Frames\0_315_0c.emf,64,Friend : Land Equipment : Civilian,Frame,Frame;Reality;Friend;Land Equipment;Civilian;Signals Intelligence - Land;Cyberspace;FRAME;Point;Friend : Land Equipment : Civilian;0_315_0c,0_315_0c,Point,
{Symbols_Root}\Frames\0_315_1c.emf,64,Friend : Land Equipment : Planned : Civilian,Frame,Frame;Reality;Friend;Land Equipment;Planned;Civilian;Signals Intelligence - Land;Cyberspace;FRAME;Point;Friend : Land Equipment : Planned : Civilian;0_315_1c,0_315_1c,Point,
{Symbols_Root}\Frames\0_320_0.emf,64,Friend : Land Installations,Frame,Frame;Reality;Friend;Land Installations;Land Installation;FRAME;Point;Friend : Land Installations;0_320_0,0_320_0,Point,
{Symbols_Root}\Frames\0_320_1.emf,64,Friend : Land Installations : Planned,Frame,Frame;Reality;Friend;Land Installations;Planned;Land Installation;FRAME;Point;Friend : Land Installations : Planned;0_320_1,0_320_1,Point,
{Symbols_Root}\Frames\0_320_0c.emf,64,Friend : Land Installations : Civilian,Frame,Frame;Reality;Friend;Land Installations;Civilian;Land Installation;FRAME;Point;Friend : Land Installations : Civilian;0_320_0c,0_320_0c,Point,
{Symbols_Root}\Frames\0_320_1c.emf,64,Friend : Land Installations : Planned : Civilian,Frame,Frame;Reality;Friend;Land Installations;Planned;Civilian;Land Installation;FRAME;Point;Friend : Land Installations : Planned : Civilian;0_320_1c,0_320_1c,Point,
{Symbols_Root}\Frames\0_330_0.emf,64,Friend : Sea Surface,Frame,Frame;Reality;Friend;Sea Surface;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Friend : Sea Surface;0_330_0,0_330_0,Point,
{Symbols_Root}\Frames\0_330_1.emf,64,Friend : Sea Surface : Planned,Frame,Frame;Reality;Friend;Sea Surface;Planned;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Friend : Sea Surface : Planned;0_330_1,0_330_1,Point,
{Symbols_Root}\Frames\0_330_0c.emf,64,Friend : Sea Surface : Civilian,Frame,Frame;Reality;Friend;Sea Surface;Civilian;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Friend : Sea Surface : Civilian;0_330_0c,0_330_0c,Point,
{Symbols_Root}\Frames\0_330_1c.emf,64,Friend : Sea Surface : Planned : Civilian,Frame,Frame;Reality;Friend;Sea Surface;Planned;Civilian;Signals Intelligence - Surface;Cyberspace;FRAME;Point;Friend : Sea Surface : Planned : Civilian;0_330_1c,0_330_1c,Point,
{Symbols_Root}\Frames\0_335_0.emf,64,Friend : Sea Subsurface,Frame,Frame;Reality;Friend;Sea Subsurface;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Friend : Sea Subsurface;0_335_0,0_335_0,Point,
{Symbols_Root}\Frames\0_335_1.emf,64,Friend : Sea Subsurface : Planned,Frame,Frame;Reality;Friend;Sea Subsurface;Planned;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Friend : Sea Subsurface : Planned;0_335_1,0_335_1,Point,
{Symbols_Root}\Frames\0_335_0c.emf,64,Friend : Sea Subsurface : Civilian,Frame,Frame;Reality;Friend;Sea Subsurface;Civilian;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Friend : Sea Subsurface : Civilian;0_335_0c,0_335_0c,Point,
{Symbols_Root}\Frames\0_335_1c.emf,64,Friend : Sea Subsurface : Planned : Civilian,Frame,Frame;Reality;Friend;Sea Subsurface;Planned;Civilian;Mine Warfare;Signals Intelligence - Subsurface;Cyberspace;FRAME;Point;Friend : Sea Subsurface : Planned : Civilian;0_335_1c,0_335_1c,Point,
{Symbols_Root}\Frames\0_340_0.emf,64,Friend : Activities,Frame,Frame;Reality;Friend;Activities;Activity;FRAME;Point;Friend : Activities;0_340_0,0_340_0,Point,
{Symbols_Root}\Frames\0_340_1.emf,64,Friend : Activities : Planned,Frame,Frame;Reality;Friend;Activities;Planned;Activity;FRAME;Point;Friend : Activities : Planned;0_340_1,0_340_1,Point,
{Symbols_Root}\Frames\0_340_0c.emf,64,Friend : Activities : Civilian,Frame,Frame;Reality;Friend;Activities;Civilian;Activity;FRAME;Point;Friend : Activities : Civilian;0_340_0c,0_340_0c,Point,
{Symbols_Root}\Frames\0_340_1c.emf,64,Friend : Activities : Planned : Civilian,Frame,Frame;Reality;Friend;Activities;Planned;Civilian;Activity;FRAME;Point;Friend : Activities : Planned : Civilian;0_340_1c,0_340_1c,Point,
{Symbols_Root}\Frames\0_400_0.emf,64,Neutral : Unknown,Frame,Frame;Reality;Neutral;Unknown;FRAME;Point;Neutral : Unknown;0_400_0,0_400_0,Point,
{Symbols_Root}\Frames\0_400_1.emf,64,Neutral : Unknown : Planned,Frame,Frame;Reality;Neutral;Unknown;Planned;FRAME;Point;Neutral : Unknown : Planned;0_400_1,0_400_1,Point,
{Symbols_Root}\Frames\0_400_0c.emf,64,Neutral : Unknown : Civilian,Frame,Frame;Reality;Neutral;Unknown;Civilian;FRAME;Point;Neutral : Unknown : Civilian;0_400_0c,0_400_0c,Point,
{Symbols_Root}\Frames\0_400_1c.emf,64,Neutral : Unknown : Planned : Civilian,Frame,Frame;Reality;Neutral;Unknown;Planned;Civilian;FRAME;Point;Neutral : Unknown : Planned : Civilian;0_400_1c,0_400_1c,Point,
{Symbols_Root}\Frames\0_401_0.emf,64,Neutral : Air,Frame,Frame;Reality;Neutral;Air;Air Missile;Signals Intelligence - Air;Cyberspace;FRAME;Point;Neutral : Air;0_401_0,0_401_0,Point,
